itinerary_id,price,flight_number,departure_time,arrival_time,number_of_stops,marketing_airline,operating_airline,is_self_transfer,Score,depart_date,depart_time,arrival_date,arrival_time_only,duration_in_hrs,origin_airport,destination_airport,flight_id,cabin_class_id
18467-2511270700--32695-1-10968-2511271132,C$620,5186,2025-11-27 9:00,2025-11-27 11:32,1,,,False,0.351362,2025-11-27,9:00:00,2025-11-27,11:32:00,2.53,ORD,DFW,FL5186,cc3
18467-2511271100--32695-1-10968-2511271554,C$620,4408,2025-11-27 11:00,2025-11-27 11:59,1,,,False,0.372351,2025-11-27,11:00:00,2025-11-27,11:59:00,1.98,YYZ,ORD,FL4408,cc3
18467-2511271100--32695-1-10968-2511271554,C$620,4854,2025-11-27 13:20,2025-11-27 15:54,1,,,False,0.372351,2025-11-27,13:20:00,2025-11-27,15:54:00,2.57,ORD,DFW,FL4854,cc3
18467-2511270800--32695-1-10968-2511271311,"C$1,109",501,2025-11-27 8:00,2025-11-27 8:57,1,,,False,0.275496,2025-11-27,8:00:00,2025-11-27,8:57:00,1.95,YYZ,ORD,FL501,cc3
18467-2511270800--32695-1-10968-2511271311,"C$1,109",3658,2025-11-27 10:45,2025-11-27 13:11,1,,,False,0.275496,2025-11-27,10:45:00,2025-11-27,13:11:00,2.43,ORD,DFW,FL3658,cc3
18467-2511271400--31722-0-10968-2511271642,C$846,8078,2025-11-27 14:00,2025-11-27 16:42,0,,,False,0.873429,2025-11-27,14:00:00,2025-11-27,16:42:00,3.7,YYZ,DFW,FL8078,cc4
18467-2511271940--31722-0-10968-2511272222,C$846,8130,2025-11-27 19:40,2025-11-27 22:22,0,,,False,0.637083,2025-11-27,19:40:00,2025-11-27,22:22:00,3.7,YYZ,DFW,FL8130,cc4
18467-2511270900--31722-1-10968-2511271311,C$620,1538,2025-11-27 9:00,2025-11-27 9:55,1,,,False,0.999,2025-11-27,9:00:00,2025-11-27,9:55:00,1.92,YYZ,ORD,FL1538,cc4
18467-2511270900--31722-1-10968-2511271311,C$620,1491,2025-11-27 10:45,2025-11-27 13:11,1,,,False,0.999,2025-11-27,10:45:00,2025-11-27,13:11:00,2.43,ORD,DFW,FL1491,cc4
18467-2511270615--32573-1-10968-2511271046,C$582,3524,2025-11-27 6:15,2025-11-27 7:30,1,,,False,0.553812,2025-11-27,6:15:00,2025-11-27,7:30:00,2.25,YYZ,ORD,FL3524,cc4
18467-2511270615--32573-1-10968-2511271046,C$582,2421,2025-11-27 8:05,2025-11-27 10:46,1,,,False,0.553812,2025-11-27,8:05:00,2025-11-27,10:46:00,2.68,ORD,DFW,FL2421,cc4
18467-2511271645--32573-1-10968-2511272140,C$582,3608,2025-11-27 16:45,2025-11-27 17:45,1,,,False,0.525676,2025-11-27,16:45:00,2025-11-27,17:45:00,2.0,YYZ,ORD,FL3608,cc4
18467-2511271645--32573-1-10968-2511272140,C$582,3170,2025-11-27 18:45,2025-11-27 21:40,1,,,False,0.525676,2025-11-27,18:45:00,2025-11-27,21:40:00,2.92,ORD,DFW,FL3170,cc4
18467-2511271137--32573-1-10968-2511271713,C$582,3604,2025-11-27 11:37,2025-11-27 12:37,1,,,False,0.50412,2025-11-27,11:37:00,2025-11-27,12:37:00,2.0,YYZ,ORD,FL3604,cc4
18467-2511271137--32573-1-10968-2511271713,C$582,2999,2025-11-27 14:25,2025-11-27 17:13,1,,,False,0.50412,2025-11-27,14:25:00,2025-11-27,17:13:00,2.8,ORD,DFW,FL2999,cc4
18467-2511281820--32573-0-10968-2511282105,C$431,1111,2025-11-28 18:20,2025-11-28 21:05,0,,,False,0.806358,2025-11-28,18:20:00,2025-11-28,21:05:00,3.75,YYZ,DFW,FL1111,cc1
18467-2511281415--32573-0-10968-2511281705,C$431,3993,2025-11-28 14:15,2025-11-28 17:05,0,,,False,0.999,2025-11-28,14:15:00,2025-11-28,17:05:00,3.83,YYZ,DFW,FL3993,cc1
18467-2511280754--32573-0-10968-2511281054,C$431,1169,2025-11-28 7:54,2025-11-28 10:54,0,,,False,0.668281,2025-11-28,7:54:00,2025-11-28,10:54:00,4.0,YYZ,DFW,FL1169,cc1
18467-2511281330--32385-1-10968-2511281833,C$440,2710,2025-11-28 13:30,2025-11-28 15:45,1,,,False,0.41795,2025-11-28,13:30:00,2025-11-28,15:45:00,2.25,YYZ,ATL,FL2710,cc1
18467-2511281330--32385-1-10968-2511281833,C$440,436,2025-11-28 17:15,2025-11-28 18:33,1,,,False,0.41795,2025-11-28,17:15:00,2025-11-28,18:33:00,2.3,ATL,DFW,FL436,cc1
18467-2511281137--32573-1-10968-2511281713,C$453,3604,2025-11-28 11:37,2025-11-28 12:37,1,,,False,0.419917,2025-11-28,11:37:00,2025-11-28,12:37:00,2.0,YYZ,ORD,FL3604,cc1
18467-2511281137--32573-1-10968-2511281713,C$453,2999,2025-11-28 14:25,2025-11-28 17:13,1,,,False,0.419917,2025-11-28,14:25:00,2025-11-28,17:13:00,2.8,ORD,DFW,FL2999,cc1
18467-2511280615--32385-1-10968-2511281215,C$440,2662,2025-11-28 6:15,2025-11-28 8:35,1,,,False,0.429264,2025-11-28,6:15:00,2025-11-28,8:35:00,2.33,YYZ,ATL,FL2662,cc1
18467-2511280615--32385-1-10968-2511281215,C$440,414,2025-11-28 11:00,2025-11-28 12:15,1,,,False,0.429264,2025-11-28,11:00:00,2025-11-28,12:15:00,2.25,ATL,DFW,FL414,cc1
18467-2511280615--32385-1-10968-2511281215,C$440,414,2025-11-28 11:00,2025-11-28 12:15,1,,,False,0.429264,2025-11-28,11:00:00,2025-11-28,12:15:00,2.25,YYZ,YUL,FL414,cc1
18467-2511281330--32385-1-10910-2511281749,C$738,2710,2025-11-28 13:30,2025-11-28 15:45,1,,,False,0.537723,2025-11-28,13:30:00,2025-11-28,15:45:00,2.25,YYZ,ATL,FL2710,cc2
18467-2511280745--32385-1-10968-2511281215,C$744,2988,2025-11-28 7:45,2025-11-28 10:00,1,,,False,0.5028,2025-11-28,7:45:00,2025-11-28,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2511280745--32385-1-10968-2511281215,C$744,414,2025-11-28 11:00,2025-11-28 12:15,1,,,False,0.5028,2025-11-28,11:00:00,2025-11-28,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2511280745--32385-1-10968-2511281215,C$744,414,2025-11-28 11:00,2025-11-28 12:15,1,,,False,0.5028,2025-11-28,11:00:00,2025-11-28,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2511280615--32385-1-10910-2511281115,C$608,2662,2025-11-28 6:15,2025-11-28 8:35,1,,,False,0.533319,2025-11-28,6:15:00,2025-11-28,8:35:00,2.33,YYZ,ATL,FL2662,cc2
18467-2511281330--32385-1-10968-2511281833,C$608,2710,2025-11-28 13:30,2025-11-28 15:45,1,,,False,0.999,2025-11-28,13:30:00,2025-11-28,15:45:00,2.25,YYZ,ATL,FL2710,cc2
18467-2511281330--32385-1-10968-2511281833,C$608,436,2025-11-28 17:15,2025-11-28 18:33,1,,,False,0.999,2025-11-28,17:15:00,2025-11-28,18:33:00,2.3,ATL,DFW,FL436,cc2
18467-2511281800--32385-1-10910-2511282338,C$608,2714,2025-11-28 18:00,2025-11-28 20:21,1,,,False,0.484011,2025-11-28,18:00:00,2025-11-28,20:21:00,2.35,YYZ,ATL,FL2714,cc2
18467-2511280615--32385-1-10968-2511281215,C$608,2662,2025-11-28 6:15,2025-11-28 8:35,1,,,False,0.463805,2025-11-28,6:15:00,2025-11-28,8:35:00,2.33,YYZ,ATL,FL2662,cc2
18467-2511280615--32385-1-10968-2511281215,C$608,414,2025-11-28 11:00,2025-11-28 12:15,1,,,False,0.463805,2025-11-28,11:00:00,2025-11-28,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2511280615--32385-1-10968-2511281215,C$608,414,2025-11-28 11:00,2025-11-28 12:15,1,,,False,0.463805,2025-11-28,11:00:00,2025-11-28,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2511281400--32695-0-10968-2511281642,C$598,1031,2025-11-28 14:00,2025-11-28 16:42,0,,,False,0.999,2025-11-28,14:00:00,2025-11-28,16:42:00,3.7,YYZ,DFW,FL1031,cc3
18467-2511281940--32695-0-10968-2511282222,C$598,1033,2025-11-28 19:40,2025-11-28 22:22,0,,,False,0.496845,2025-11-28,19:40:00,2025-11-28,22:22:00,3.7,YYZ,DFW,FL1033,cc3
18467-2511281820--32573-0-10968-2511282105,C$560,1111,2025-11-28 18:20,2025-11-28 21:05,0,,,False,0.839608,2025-11-28,18:20:00,2025-11-28,21:05:00,3.75,YYZ,DFW,FL1111,cc3
18467-2511281415--32573-0-10968-2511281705,C$672,3993,2025-11-28 14:15,2025-11-28 17:05,0,,,False,0.453326,2025-11-28,14:15:00,2025-11-28,17:05:00,3.83,YYZ,DFW,FL3993,cc3
18467-2511280754--32573-0-10968-2511281054,C$560,1169,2025-11-28 7:54,2025-11-28 10:54,0,,,False,0.69128,2025-11-28,7:54:00,2025-11-28,10:54:00,4.0,YYZ,DFW,FL1169,cc3
18467-2511280900--32695-1-10968-2511281311,"C$1,109",5143,2025-11-28 9:00,2025-11-28 9:55,1,,,False,0.367885,2025-11-28,9:00:00,2025-11-28,9:55:00,1.92,YYZ,ORD,FL5143,cc3
18467-2511280900--32695-1-10968-2511281311,"C$1,109",3658,2025-11-28 10:45,2025-11-28 13:11,1,,,False,0.367885,2025-11-28,10:45:00,2025-11-28,13:11:00,2.43,ORD,DFW,FL3658,cc3
18467-2511281400--32695-1-10968-2511281826,C$867,507,2025-11-28 14:00,2025-11-28 14:51,1,,,False,0.362051,2025-11-28,14:00:00,2025-11-28,14:51:00,1.85,YYZ,ORD,FL507,cc3
18467-2511281400--32695-1-10968-2511281826,C$867,4235,2025-11-28 15:52,2025-11-28 18:26,1,,,False,0.362051,2025-11-28,15:52:00,2025-11-28,18:26:00,2.57,ORD,DFW,FL4235,cc3
18467-2511280700--32695-1-10968-2511281132,C$867,5141,2025-11-28 7:00,2025-11-28 7:55,1,,,False,0.375115,2025-11-28,7:00:00,2025-11-28,7:55:00,1.92,YYZ,ORD,FL5141,cc3
18467-2511280700--32695-1-10968-2511281132,C$867,5186,2025-11-28 9:00,2025-11-28 11:32,1,,,False,0.375115,2025-11-28,9:00:00,2025-11-28,11:32:00,2.53,ORD,DFW,FL5186,cc3
18467-2511281100--32695-1-10968-2511281554,C$867,4408,2025-11-28 11:00,2025-11-28 11:59,1,,,False,0.3632,2025-11-28,11:00:00,2025-11-28,11:59:00,1.98,YYZ,ORD,FL4408,cc3
18467-2511281100--32695-1-10968-2511281554,C$867,4854,2025-11-28 13:20,2025-11-28 15:54,1,,,False,0.3632,2025-11-28,13:20:00,2025-11-28,15:54:00,2.57,ORD,DFW,FL4854,cc3
18467-2511281000--32695-1-10968-2511281554,C$867,8903,2025-11-28 10:00,2025-11-28 10:58,1,,,False,0.343472,2025-11-28,10:00:00,2025-11-28,10:58:00,1.97,YYZ,ORD,FL8903,cc3
18467-2511281000--32695-1-10968-2511281554,C$867,4854,2025-11-28 13:20,2025-11-28 15:54,1,,,False,0.343472,2025-11-28,13:20:00,2025-11-28,15:54:00,2.57,ORD,DFW,FL4854,cc3
18467-2511281400--31722-0-10968-2511281642,C$599,8078,2025-11-28 14:00,2025-11-28 16:42,0,,,False,0.999,2025-11-28,14:00:00,2025-11-28,16:42:00,3.7,YYZ,DFW,FL8078,cc4
18467-2511281940--31722-0-10968-2511282222,C$599,8130,2025-11-28 19:40,2025-11-28 22:22,0,,,False,0.765315,2025-11-28,19:40:00,2025-11-28,22:22:00,3.7,YYZ,DFW,FL8130,cc4
18467-2511280900--31722-1-10968-2511281311,C$974,1538,2025-11-28 9:00,2025-11-28 9:55,1,,,False,0.364927,2025-11-28,9:00:00,2025-11-28,9:55:00,1.92,YYZ,ORD,FL1538,cc4
18467-2511280900--31722-1-10968-2511281311,C$974,1491,2025-11-28 10:45,2025-11-28 13:11,1,,,False,0.364927,2025-11-28,10:45:00,2025-11-28,13:11:00,2.43,ORD,DFW,FL1491,cc4
18467-2511281330--32385-1-10910-2511281749,C$927,2710,2025-11-28 13:30,2025-11-28 15:45,1,,,False,0.352651,2025-11-28,13:30:00,2025-11-28,15:45:00,2.25,YYZ,ATL,FL2710,cc4
18467-2511280615--32573-1-10968-2511281046,C$582,3524,2025-11-28 6:15,2025-11-28 7:30,1,,,False,0.540254,2025-11-28,6:15:00,2025-11-28,7:30:00,2.25,YYZ,ORD,FL3524,cc4
18467-2511280615--32573-1-10968-2511281046,C$582,2421,2025-11-28 8:05,2025-11-28 10:46,1,,,False,0.540254,2025-11-28,8:05:00,2025-11-28,10:46:00,2.68,ORD,DFW,FL2421,cc4
18467-2511281645--32573-1-10968-2511282140,C$582,3608,2025-11-28 16:45,2025-11-28 17:45,1,,,False,0.349496,2025-11-28,16:45:00,2025-11-28,17:45:00,2.0,YYZ,ORD,FL3608,cc4
18467-2511281645--32573-1-10968-2511282140,C$582,3170,2025-11-28 18:45,2025-11-28 21:40,1,,,False,0.349496,2025-11-28,18:45:00,2025-11-28,21:40:00,2.92,ORD,DFW,FL3170,cc4
18467-2511281137--32573-1-10968-2511281713,C$582,3604,2025-11-28 11:37,2025-11-28 12:37,1,,,False,0.386004,2025-11-28,11:37:00,2025-11-28,12:37:00,2.0,YYZ,ORD,FL3604,cc4
18467-2511281137--32573-1-10968-2511281713,C$582,2999,2025-11-28 14:25,2025-11-28 17:13,1,,,False,0.386004,2025-11-28,14:25:00,2025-11-28,17:13:00,2.8,ORD,DFW,FL2999,cc4
18467-2511291820--32573-0-10968-2511292105,C$525,1111,2025-11-29 18:20,2025-11-29 21:05,0,,,False,0.635247,2025-11-29,18:20:00,2025-11-29,21:05:00,3.75,YYZ,DFW,FL1111,cc1
18467-2511291415--32573-0-10968-2511291705,C$525,3993,2025-11-29 14:15,2025-11-29 17:05,0,,,False,0.999,2025-11-29,14:15:00,2025-11-29,17:05:00,3.83,YYZ,DFW,FL3993,cc1
18467-2511290754--32573-0-10968-2511291054,C$525,1169,2025-11-29 7:54,2025-11-29 10:54,0,,,False,0.793016,2025-11-29,7:54:00,2025-11-29,10:54:00,4.0,YYZ,DFW,FL1169,cc1
18467-2511291330--32385-1-10968-2511291833,C$440,2710,2025-11-29 13:30,2025-11-29 15:45,1,,,False,0.534514,2025-11-29,13:30:00,2025-11-29,15:45:00,2.25,YYZ,ATL,FL2710,cc1
18467-2511291330--32385-1-10968-2511291833,C$440,436,2025-11-29 17:15,2025-11-29 18:33,1,,,False,0.534514,2025-11-29,17:15:00,2025-11-29,18:33:00,2.3,ATL,DFW,FL436,cc1
18467-2511291130--32385-1-10968-2511291647,C$477,2835,2025-11-29 11:30,2025-11-29 13:44,1,,,False,0.481132,2025-11-29,11:30:00,2025-11-29,13:44:00,2.23,YYZ,ATL,FL2835,cc1
18467-2511291130--32385-1-10968-2511291647,C$477,374,2025-11-29 15:30,2025-11-29 16:47,1,,,False,0.481132,2025-11-29,15:30:00,2025-11-29,16:47:00,2.28,ATL,DFW,FL374,cc1
18467-2511290615--32385-1-10968-2511291215,C$477,2662,2025-11-29 6:15,2025-11-29 8:35,1,,,False,0.463704,2025-11-29,6:15:00,2025-11-29,8:35:00,2.33,YYZ,ATL,FL2662,cc1
18467-2511290615--32385-1-10968-2511291215,C$477,414,2025-11-29 11:00,2025-11-29 12:15,1,,,False,0.463704,2025-11-29,11:00:00,2025-11-29,12:15:00,2.25,ATL,DFW,FL414,cc1
18467-2511290615--32385-1-10968-2511291215,C$477,414,2025-11-29 11:00,2025-11-29 12:15,1,,,False,0.463704,2025-11-29,11:00:00,2025-11-29,12:15:00,2.25,YYZ,YUL,FL414,cc1
18467-2511290745--32385-1-10968-2511291421,C$440,2988,2025-11-29 7:45,2025-11-29 10:00,1,,,False,0.517823,2025-11-29,7:45:00,2025-11-29,10:00:00,2.25,YYZ,ATL,FL2988,cc1
18467-2511290745--32385-1-10968-2511291421,C$440,921,2025-11-29 13:08,2025-11-29 14:21,1,,,False,0.517823,2025-11-29,13:08:00,2025-11-29,14:21:00,2.22,ATL,DFW,FL921,cc1
18467-2511291130--32385-1-10968-2511291833,C$440,2835,2025-11-29 11:30,2025-11-29 13:44,1,,,False,0.517421,2025-11-29,11:30:00,2025-11-29,13:44:00,2.23,YYZ,ATL,FL2835,cc1
18467-2511291130--32385-1-10968-2511291833,C$440,436,2025-11-29 17:15,2025-11-29 18:33,1,,,False,0.517421,2025-11-29,17:15:00,2025-11-29,18:33:00,2.3,ATL,DFW,FL436,cc1
18467-2511291330--32385-1-10910-2511291749,C$738,2710,2025-11-29 13:30,2025-11-29 15:45,1,,,False,0.649336,2025-11-29,13:30:00,2025-11-29,15:45:00,2.25,YYZ,ATL,FL2710,cc2
18467-2511290745--32385-1-10968-2511291215,C$738,2988,2025-11-29 7:45,2025-11-29 10:00,1,,,False,0.494772,2025-11-29,7:45:00,2025-11-29,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2511290745--32385-1-10968-2511291215,C$738,414,2025-11-29 11:00,2025-11-29 12:15,1,,,False,0.494772,2025-11-29,11:00:00,2025-11-29,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2511290745--32385-1-10968-2511291215,C$738,414,2025-11-29 11:00,2025-11-29 12:15,1,,,False,0.494772,2025-11-29,11:00:00,2025-11-29,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2511291330--32385-1-10968-2511291833,C$608,2710,2025-11-29 13:30,2025-11-29 15:45,1,,,False,0.999,2025-11-29,13:30:00,2025-11-29,15:45:00,2.25,YYZ,ATL,FL2710,cc2
18467-2511291330--32385-1-10968-2511291833,C$608,436,2025-11-29 17:15,2025-11-29 18:33,1,,,False,0.999,2025-11-29,17:15:00,2025-11-29,18:33:00,2.3,ATL,DFW,FL436,cc2
18467-2511291130--32385-1-10968-2511291647,C$645,2835,2025-11-29 11:30,2025-11-29 13:44,1,,,False,0.790816,2025-11-29,11:30:00,2025-11-29,13:44:00,2.23,YYZ,ATL,FL2835,cc2
18467-2511291130--32385-1-10968-2511291647,C$645,374,2025-11-29 15:30,2025-11-29 16:47,1,,,False,0.790816,2025-11-29,15:30:00,2025-11-29,16:47:00,2.28,ATL,DFW,FL374,cc2
18467-2511290745--32385-1-10968-2511291421,C$608,2988,2025-11-29 7:45,2025-11-29 10:00,1,,,False,0.456961,2025-11-29,7:45:00,2025-11-29,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2511290745--32385-1-10968-2511291421,C$608,921,2025-11-29 13:08,2025-11-29 14:21,1,,,False,0.456961,2025-11-29,13:08:00,2025-11-29,14:21:00,2.22,ATL,DFW,FL921,cc2
18467-2511290615--32385-1-10968-2511291421,C$608,2662,2025-11-29 6:15,2025-11-29 8:35,1,,,False,0.458062,2025-11-29,6:15:00,2025-11-29,8:35:00,2.33,YYZ,ATL,FL2662,cc2
18467-2511290615--32385-1-10968-2511291421,C$608,921,2025-11-29 13:08,2025-11-29 14:21,1,,,False,0.458062,2025-11-29,13:08:00,2025-11-29,14:21:00,2.22,ATL,DFW,FL921,cc2
18467-2511291400--32695-0-10968-2511291642,C$598,1031,2025-11-29 14:00,2025-11-29 16:42,0,,,False,0.999,2025-11-29,14:00:00,2025-11-29,16:42:00,3.7,YYZ,DFW,FL1031,cc3
18467-2511291940--32695-0-10968-2511292222,C$846,1033,2025-11-29 19:40,2025-11-29 22:22,0,,,False,0.378574,2025-11-29,19:40:00,2025-11-29,22:22:00,3.7,YYZ,DFW,FL1033,cc3
18467-2511291820--32573-0-10968-2511292105,C$656,1111,2025-11-29 18:20,2025-11-29 21:05,0,,,False,0.410717,2025-11-29,18:20:00,2025-11-29,21:05:00,3.75,YYZ,DFW,FL1111,cc3
18467-2511291415--32573-0-10968-2511291705,C$656,3993,2025-11-29 14:15,2025-11-29 17:05,0,,,False,0.736891,2025-11-29,14:15:00,2025-11-29,17:05:00,3.83,YYZ,DFW,FL3993,cc3
18467-2511290754--32573-0-10968-2511291054,C$656,1169,2025-11-29 7:54,2025-11-29 10:54,0,,,False,0.56627,2025-11-29,7:54:00,2025-11-29,10:54:00,4.0,YYZ,DFW,FL1169,cc3
18467-2511290900--32695-1-10968-2511291311,"C$1,587",5143,2025-11-29 9:00,2025-11-29 9:55,1,,,False,0.311168,2025-11-29,9:00:00,2025-11-29,9:55:00,1.92,YYZ,ORD,FL5143,cc3
18467-2511290900--32695-1-10968-2511291311,"C$1,587",3658,2025-11-29 10:45,2025-11-29 13:11,1,,,False,0.311168,2025-11-29,10:45:00,2025-11-29,13:11:00,2.43,ORD,DFW,FL3658,cc3
18467-2511291400--32695-1-10968-2511291826,"C$1,109",507,2025-11-29 14:00,2025-11-29 14:51,1,,,False,0.320743,2025-11-29,14:00:00,2025-11-29,14:51:00,1.85,YYZ,ORD,FL507,cc3
18467-2511291400--32695-1-10968-2511291826,"C$1,109",4235,2025-11-29 15:52,2025-11-29 18:26,1,,,False,0.320743,2025-11-29,15:52:00,2025-11-29,18:26:00,2.57,ORD,DFW,FL4235,cc3
18467-2511290800--32695-1-10968-2511291311,"C$1,109",501,2025-11-29 8:00,2025-11-29 8:57,1,,,False,0.303598,2025-11-29,8:00:00,2025-11-29,8:57:00,1.95,YYZ,ORD,FL501,cc3
18467-2511290800--32695-1-10968-2511291311,"C$1,109",3658,2025-11-29 10:45,2025-11-29 13:11,1,,,False,0.303598,2025-11-29,10:45:00,2025-11-29,13:11:00,2.43,ORD,DFW,FL3658,cc3
18467-2511291000--32695-1-10968-2511291554,C$867,8903,2025-11-29 10:00,2025-11-29 10:58,1,,,False,0.341374,2025-11-29,10:00:00,2025-11-29,10:58:00,1.97,YYZ,ORD,FL8903,cc3
18467-2511291000--32695-1-10968-2511291554,C$867,4854,2025-11-29 13:20,2025-11-29 15:54,1,,,False,0.341374,2025-11-29,13:20:00,2025-11-29,15:54:00,2.57,ORD,DFW,FL4854,cc3
18467-2511291200--32695-1-10968-2511291826,"C$1,109",505,2025-11-29 12:00,2025-11-29 12:51,1,,,False,0.270814,2025-11-29,12:00:00,2025-11-29,12:51:00,1.85,YYZ,ORD,FL505,cc3
18467-2511291200--32695-1-10968-2511291826,"C$1,109",4235,2025-11-29 15:52,2025-11-29 18:26,1,,,False,0.270814,2025-11-29,15:52:00,2025-11-29,18:26:00,2.57,ORD,DFW,FL4235,cc3
18467-2511291400--31722-0-10968-2511291642,C$599,8078,2025-11-29 14:00,2025-11-29 16:42,0,,,False,0.999,2025-11-29,14:00:00,2025-11-29,16:42:00,3.7,YYZ,DFW,FL8078,cc4
18467-2511291940--31722-0-10968-2511292222,C$846,8130,2025-11-29 19:40,2025-11-29 22:22,0,,,False,0.568692,2025-11-29,19:40:00,2025-11-29,22:22:00,3.7,YYZ,DFW,FL8130,cc4
18467-2511290900--31722-1-10968-2511291311,"C$1,499",1538,2025-11-29 9:00,2025-11-29 9:55,1,,,False,0.286937,2025-11-29,9:00:00,2025-11-29,9:55:00,1.92,YYZ,ORD,FL1538,cc4
18467-2511290900--31722-1-10968-2511291311,"C$1,499",1491,2025-11-29 10:45,2025-11-29 13:11,1,,,False,0.286937,2025-11-29,10:45:00,2025-11-29,13:11:00,2.43,ORD,DFW,FL1491,cc4
18467-2511291330--32385-1-10910-2511291749,C$927,2710,2025-11-29 13:30,2025-11-29 15:45,1,,,False,0.286409,2025-11-29,13:30:00,2025-11-29,15:45:00,2.25,YYZ,ATL,FL2710,cc4
18467-2511290745--32385-1-10968-2511291215,C$927,2988,2025-11-29 7:45,2025-11-29 10:00,1,,,False,0.294088,2025-11-29,7:45:00,2025-11-29,10:00:00,2.25,YYZ,ATL,FL2988,cc4
18467-2511290745--32385-1-10968-2511291215,C$927,414,2025-11-29 11:00,2025-11-29 12:15,1,,,False,0.294088,2025-11-29,11:00:00,2025-11-29,12:15:00,2.25,ATL,DFW,FL414,cc4
18467-2511290745--32385-1-10968-2511291215,C$927,414,2025-11-29 11:00,2025-11-29 12:15,1,,,False,0.294088,2025-11-29,11:00:00,2025-11-29,12:15:00,2.25,YYZ,YUL,FL414,cc4
18467-2511290615--32573-1-10968-2511291046,C$926,3524,2025-11-29 6:15,2025-11-29 7:30,1,,,False,0.305681,2025-11-29,6:15:00,2025-11-29,7:30:00,2.25,YYZ,ORD,FL3524,cc4
18467-2511290615--32573-1-10968-2511291046,C$926,2421,2025-11-29 8:05,2025-11-29 10:46,1,,,False,0.305681,2025-11-29,8:05:00,2025-11-29,10:46:00,2.68,ORD,DFW,FL2421,cc4
18467-2511290615--32385-1-10910-2511291115,C$933,2662,2025-11-29 6:15,2025-11-29 8:35,1,,,False,0.285862,2025-11-29,6:15:00,2025-11-29,8:35:00,2.33,YYZ,ATL,FL2662,cc4
18467-2511301820--32573-0-10968-2511302105,C$690,1111,2025-11-30 18:20,2025-11-30 21:05,0,,,False,0.999,2025-11-30,18:20:00,2025-11-30,21:05:00,3.75,YYZ,DFW,FL1111,cc1
18467-2511301415--32573-0-10968-2511301705,C$755,3993,2025-11-30 14:15,2025-11-30 17:05,0,,,False,0.718755,2025-11-30,14:15:00,2025-11-30,17:05:00,3.83,YYZ,DFW,FL3993,cc1
18467-2511300754--32573-0-10968-2511301054,C$690,1169,2025-11-30 7:54,2025-11-30 10:54,0,,,False,0.845809,2025-11-30,7:54:00,2025-11-30,10:54:00,4.0,YYZ,DFW,FL1169,cc1
18467-2511301330--31679-1-10910-2511301749,C$886,7106,2025-11-30 13:30,2025-11-30 15:45,1,,,False,0.412814,2025-11-30,13:30:00,2025-11-30,15:45:00,2.25,YYZ,ATL,FL7106,cc1
18467-2511300615--31679-1-10910-2511301115,C$807,8135,2025-11-30 6:15,2025-11-30 8:35,1,,,False,0.392109,2025-11-30,6:15:00,2025-11-30,8:35:00,2.33,YYZ,ATL,FL8135,cc1
18467-2511301800--31679-1-10910-2511302338,C$761,6768,2025-11-30 18:00,2025-11-30 20:21,1,,,False,0.363259,2025-11-30,18:00:00,2025-11-30,20:21:00,2.35,YYZ,ATL,FL6768,cc1
18467-2511301130--31679-1-10910-2511301749,C$886,6479,2025-11-30 11:30,2025-11-30 13:44,1,,,False,0.38549,2025-11-30,11:30:00,2025-11-30,13:44:00,2.23,YYZ,ATL,FL6479,cc1
18467-2511301330--31679-1-10910-2511302338,C$705,7106,2025-11-30 13:30,2025-11-30 15:45,1,,,False,0.384948,2025-11-30,13:30:00,2025-11-30,15:45:00,2.25,YYZ,ATL,FL7106,cc1
18467-2511301330--32385-1-10910-2511301749,"C$1,196",2710,2025-11-30 13:30,2025-11-30 15:45,1,,,False,0.71494,2025-11-30,13:30:00,2025-11-30,15:45:00,2.25,YYZ,ATL,FL2710,cc2
18467-2511300745--32385-1-10968-2511301215,C$902,2988,2025-11-30 7:45,2025-11-30 10:00,1,,,False,0.999,2025-11-30,7:45:00,2025-11-30,10:00:00,2.25,YYZ,ATL,FL2988,cc2
18467-2511300745--32385-1-10968-2511301215,C$902,414,2025-11-30 11:00,2025-11-30 12:15,1,,,False,0.999,2025-11-30,11:00:00,2025-11-30,12:15:00,2.25,ATL,DFW,FL414,cc2
18467-2511300745--32385-1-10968-2511301215,C$902,414,2025-11-30 11:00,2025-11-30 12:15,1,,,False,0.999,2025-11-30,11:00:00,2025-11-30,12:15:00,2.25,YYZ,YUL,FL414,cc2
18467-2511300615--32385-1-10910-2511301115,C$860,2662,2025-11-30 6:15,2025-11-30 8:35,1,,,False,0.799471,2025-11-30,6:15:00,2025-11-30,8:35:00,2.33,YYZ,ATL,FL2662,cc2
18467-2511301330--32385-1-10968-2511301833,"C$1,196",2710,2025-11-30 13:30,2025-11-30 15:45,1,,,False,0.518555,2025-11-30,13:30:00,2025-11-30,15:45:00,2.25,YYZ,ATL,FL2710,cc2
